"","SantaCruz_N","SantaCruz_S","SantaCruz_E","SantaCruz_W","SantaFe_N","SantaFe_S","SantaFe_E","SantaFe_W","Floreana_N","Floreana_S","Floreana_E","Floreana_W","Espanola_N","Espanola_S","Espanola_E","Espanola_W","SanCristobal_N","SanCristobal_S","SanCristobal_E","SanCristobal_W","Pinzon","Santiago_N","Santiago_S","Santiago_E","Santiago_W","Genovesa","Marchena_N","Marchena_S","Marchena_E","Marchena_W","Pinta_N","Pinta_S","Pinta_E","Pinta_W","Isabela_N","Isabela_S","Isabela_E1","Isabela_E2","Isabela_E3","Isabela_W1","Isabela_W2","Isabela_W3","Fernandina_N","Fernandina_S","Fernandina_E","Fernandina_W"
"Pinzon",550.764268055575,487.370821838008,1242.21915205183,219.213092491308,1235.19033373393,934.783410662345,1325.33681371934,761.694213018164,382.975089221699,950.850520736189,837.638847650433,356.441613893823,1486.90316333322,1471.49543348286,1597.9358985504,1395.52267332962,2378.00713045177,1829.57656904669,1746.43259516905,1809.27635381042,0,841.052843772859,163.059957051045,687.345285534694,348.936560180773,1386.41666798596,1415.07941533604,849.800419400084,980.838930651441,937.006076647944,1634.25021684346,1113.64958431368,1295.87998444715,1298.36579893835,776.899229028579,415.098711402885,185.566130315666,274.211592677896,478.92595190208,874.774394209465,1351.43019097988,1514.65710390076,1685.13812008958,1197.40905320456,1629.56162089525,1241.75483273756
"Santiago_N",503.077487931541,1481.8335236505,585.872388362365,981.007434195592,666.150867297894,1098.43743786808,672.14931829448,995.173378799456,1323.44381438137,1920.25615148264,1746.50121072397,1292.69255871606,991.290763970849,1615.05201711115,1098.71774480021,1392.35152216769,1009.41514782273,1109.53689210776,1245.07509126585,733.593339430784,894.929767656898,0,731.411737301509,214.322414800823,368.044647771457,1134.93882911451,1205.2159839595,735.522592782072,874.481435550936,802.427876070081,1232.19541430904,911.674586033399,1105.26850154571,887.656378787759,376.186475194343,1366.03131321491,865.624900341606,458.321211028444,150.100557617999,1522.27092553457,1718.02896405753,820.445672599653,1045.06810641265,1435.89221581992,1797.12467994803,1086.5204833725
"Santiago_S",688.38621460054,949.504365451017,1642.26767094741,464.140815893906,1529.70667773553,1318.92129563461,1510.35817679062,1189.37103817027,765.85158888136,1367.79476328726,1236.84317503443,747.831221501281,1726.20934684019,1813.28832868433,1841.21217448153,1761.89375155353,2108.76720757588,1942.46174678792,2052.52939014695,1699.30518478133,355.167826510258,1461.57180665976,0,1620.46027343725,234.002804930173,1576.79090144955,2230.76220131999,1793.29007499921,1681.08022853393,1785.04483965185,1897.0172619621,1409.49749705606,1741.70362311367,1515.73513001018,598.40114495679,735.962890528698,346.427263571301,171.238003027611,347.618423314035,1487.76151091526,2117.67087920589,1403.4444729214,1762.08616904513,1863.21904736308,2422.13643386435,1786.59693992236
"Santiago_E",309.922854228627,1286.67577688811,776.591293217112,557.120424741452,853.694671437459,1167.79755121273,909.281006112059,1036.51497999417,1246.12995125941,1809.16432531798,1597.36333231776,1319.38763988553,1259.56802608263,1732.27256550071,1370.86807943063,1538.26332612407,1571.6510457932,1429.68462057557,1579.81340896233,1091.87453055669,590.192980799494,22.7901887739738,952.221380910116,0,753.81854707959,1352.39304863989,1473.62354186732,1028.01793186634,1168.45643317452,1040.58292458932,1331.90796959005,985.690519494927,1289.41453594319,968.196213933892,462.419791906145,1554.12357153195,945.309302278101,928.837365852402,365.647863689609,1768.99375695562,1953.91662106326,991.891250320238,1240.32022863595,1692.77856987037,2075.9112954311,1301.17257225414
"Santiago_W",917.094160229594,1057.10414263907,1786.16081367875,556.290550734841,1720.26365323645,1225.21624909378,1640.84586488335,1156.28725333407,954.924067178151,1616.3902050398,1413.72343997683,939.575170081138,1797.37727213674,2245.94459014708,2023.31418268562,2065.38574085844,2084.30396501298,2048.21248333022,1908.20939929885,2049.67067928325,391.260192818332,658.275380267537,345.261742982484,1806.44049625564,0,2019.33856325959,1360.56166158193,1233.98665646424,1502.27002149382,1021.38352209579,1454.40284707891,957.986654124508,1136.93615182096,1086.18822732541,368.451679142846,988.637114547496,474.248582017503,147.911082628163,349.640114909761,1795.13123253102,2064.96747146882,1006.39178186555,1294.76356414008,1772.50523928527,2102.54577968017,1367.14164544224
"Genovesa",740.517284816956,1419.35469680803,926.700751453685,763.157379351933,839.635339674001,1022.11509999758,866.363140253162,961.051224910771,1352.95589135199,1752.3188474231,1364.00423104977,1300.49553623354,1177.35313082517,1273.84529421673,1243.44503343109,1204.89098084436,984.631825406009,1472.09634150517,1244.83813659927,990.982874113147,811.987805874083,580.517324326484,840.852036664629,560.694723208536,1092.14623435115,0,224.855159945336,216.534678875794,81.7207694784118,347.674914494911,389.461383747214,347.710170024917,350.763268499582,478.178731925062,598.883487966812,1466.87007160061,933.908356678848,999.633871743026,723.967804589429,1851.80056373081,2205.84289585131,1167.81262445871,1430.12585369868,1914.42651118255,2397.93500121284,1436.94512542521
"Marchena_N",1037.38133100352,2060.66747379981,1231.34926880938,1377.5187232423,1229.48149247986,1639.76502428143,1323.56524494255,1577.05089955948,1819.27114146298,2390.36051707078,2076.38266620283,1836.26487701196,1805.52479926933,2021.86114515639,1888.30925616509,1837.42998255227,1077.37882431335,1920.86591935129,1678.37799374912,1444.75567564894,1328.88926598842,513.957661818934,1249.22284784158,776.961105244433,933.497996742696,448.928293318696,0,371.433613691679,252.950129972338,118.236505510115,132.091304094613,112.032902223728,60.1322673707375,232.057497081465,383.376250698267,1787.15130210736,1257.65893273981,850.875784456346,502.940844233722,1542.88922981096,1750.07027887924,790.164351205812,1058.14473109253,1450.34909012203,1858.61885164918,1078.48171974979
"Marchena_S",1055.26306216015,2010.0816867373,1037.15417976195,1393.5424422662,1073.5700934105,1279.07071229577,1077.35085616915,1311.12667811013,1785.59090457343,2164.21232903041,2069.01170485528,1864.08501802029,1417.5279110785,1842.01528574061,1487.97592749972,1584.87260450524,811.282956890692,1519.95905207226,1569.45997656042,1001.31248412909,1411.48659027698,527.86177182454,1336.95601993589,785.060774972165,920.443010108272,695.928473969432,454.985185674581,0,305.984151657039,76.6712273292021,441.643504308308,164.939277935799,344.337264339361,233.568822783461,328.528352269063,1934.36178621177,1371.95731821288,965.333621861281,556.352937520411,1498.78713123365,1786.50525728021,793.797196698694,1056.60540685277,1475.90360542952,1884.37706422435,1047.95855471274
"Marchena_E",700.181941397847,1548.66728465348,766.109068144782,861.830787019863,718.384910012067,1033.53555787388,765.629164822754,893.936914567558,1474.59709433238,1893.78182259314,1590.12022617564,1455.01413417949,1226.09515306474,1372.694336352,1237.10943055792,1257.01026850404,613.753871828965,1573.98941498816,1341.06475180818,1099.67930825561,983.186654049468,337.385062719183,1120.42752427596,465.002539841748,885.43673430404,750.871709822581,73.5257582666965,77.5198933959597,0,292.526481938663,230.45046137068,206.900092123104,202.125910406713,334.422446278826,533.752734057447,1732.8387016918,1155.94526362541,946.970008479182,549.342628441392,1790.59990165124,2120.98039595614,1014.52846969872,1294.13449874906,1742.89494819907,2086.44038733149,1334.40378253848
"Marchena_W",808.841742735213,1800.90678411753,891.399739890476,1172.6027701596,892.228642129726,1297.00460179185,926.617930628421,1157.13111425832,1759.91142581003,2149.43319077931,1887.8048089433,1733.07288830616,1314.05027904622,1752.52366967699,1351.1530373541,1387.90515285828,841.924625283105,1378.55281264675,1410.21877006552,845.815415750194,1215.06638714308,435.11247654823,1243.9940095305,566.777655848911,904.300592594652,1035.18234035247,337.12621549692,156.847150734948,570.537158942264,0,330.093363727757,69.3424793837528,234.62580918629,180.847748438176,509.441574269929,1874.5817687271,1220.97495723909,839.873843402867,612.52003581886,1701.56845337752,1929.96721089418,939.838542859196,1233.21218492896,1648.52851976925,1964.24067988416,1257.03441138901
"Pinta_N",1163.01735869244,2060.25761265831,1166.39089070029,1523.01667198547,1315.69159989056,1735.83149174659,1364.38938054909,1690.06520962285,2248.52696505955,2539.12667631243,2119.68420409449,2176.99870381002,1607.59943057985,2126.56431368185,1735.15927458503,1903.3050904397,1070.05357853515,1644.36481705625,1496.36869880346,1249.92349742019,1501.37415890785,732.155906306638,1498.68798108791,1025.78554326728,1077.37206892965,510.94921297598,328.411551471145,630.301761406107,463.233874584566,380.988227185795,0,405.07757328934,68.5062655970701,127.247870971956,617.709265595825,2067.58163354846,1660.14052553287,1193.19635253971,827.133624137948,1390.28446822059,1711.07083975649,847.341987896591,1116.14940490047,1462.93530456065,1817.77698360406,1060.41617307921
"Pinta_S",1077.9806138788,2123.82398381249,1078.80476068144,1480.92048001381,1166.21211821439,1778.859159697,1227.62082712454,1311.99124089784,2051.09574210091,2544.68496133165,2488.26274726395,2027.77003654952,1501.89119387484,2135.37983705292,1526.23083636314,1806.74956241353,995.401877532273,1470.89672177074,1656.40936209664,1157.96079397014,1461.33831331702,757.691954525032,1521.30841127802,938.53051833724,1191.16735065894,797.712263148245,275.041445714353,367.289390151879,579.263387276294,234.185339195528,403.770296067521,0,104.831577572419,66.4184253088331,415.373596391647,2065.86465277168,1578.83235055115,1214.45835489476,646.566787426278,1429.77111715452,1638.07141318979,790.352053049678,1018.61071321402,1388.7191990999,1752.5110119191,1037.90132355774
"Pinta_E",975.319957591352,1778.61713179982,1036.69781960729,1308.50292823823,1085.69015955516,1584.06904854555,1143.93051163892,1473.61704544854,1920.93477553228,2371.28924579191,2167.37289275858,1821.44844890466,1657.47503452853,2023.84539270244,1705.44140459664,1820.39120795894,1096.37270177777,1603.5259349228,1725.64626039228,1144.91591755965,1284.72593088623,504.387766069057,1303.02999153919,694.952545632392,940.17397166668,763.133610560606,235.523706691841,471.97760779093,502.975503326723,259.467691327538,4.86246806150353,19.8736139617272,0,185.504962349077,468.142579033185,1894.87063589199,1329.04923176816,939.158408431991,522.878015742403,1563.39576748026,1749.78769532451,868.627880601476,1154.34380848755,1483.63036488881,1831.15885871309,1133.77267216632
"Pinta_W",932.544980292093,1844.85486484143,966.254056355617,1227.72004544153,964.957088833338,1403.96449094573,986.866421244132,1156.19309491285,2043.99853466336,2413.81764484866,1985.92633806795,1881.52544995391,1411.50572700994,1793.35763960198,1421.61282269975,1552.65395869574,1082.04868877032,1302.55614473316,1519.63911967717,918.105181089431,1252.62992237271,648.757332358465,1320.60796032897,749.839433636636,987.724545196568,772.34550454753,418.594239294596,433.494258866891,679.810316534718,371.826655200671,283.875081479543,69.1403746397523,476.859973519551,0,744.656645218607,2138.2580103964,1481.52259036073,1149.04986703385,747.7550502491,1682.93591574665,1976.72089637201,1104.17201695136,1347.82014345137,1701.42074321918,2110.79681910829,1340.04786215466
"Isabela_N",927.299859057647,1744.93762364404,939.736955719796,1114.88485310419,1007.35025212587,1781.81397483168,1179.46981398731,1545.58680211882,1860.77830864418,2277.06057744437,2043.69641819748,1800.42218715157,1588.93241120289,2147.53113834149,1814.38050924206,1931.66612805128,1366.06231920641,1620.97471300019,1670.54529119472,1230.00209133081,823.042079897079,469.125070047375,946.589817423008,809.204950362447,435.596956071559,1038.4012010634,908.244032963507,650.737309601551,947.205994213556,647.563405658375,837.261641784682,749.392474424425,1032.28094036344,648.358162447669,0,1285.8321135965,1292.31682405654,564.744506296617,414.962949387801,786.650853564025,970.687808282393,224.792892990979,433.786247906465,723.979246894559,1134.72480611995,425.03679220156
"Isabela_S",1133.48005083063,832.007521593012,1077.09469142617,761.159844468231,1069.56606029314,1057.54211568212,1326.84101339231,952.243409559161,631.398129695338,927.3523014859,898.846942304976,634.995191139185,1277.69922567893,1293.96224982935,1392.99390586652,1272.98928633067,2474.30166583992,1607.17435039462,1516.30078241974,1735.38501885481,671.678293893171,1893.15730379036,910.657049296616,1453.0228851583,1102.4502816606,2050.90031352484,2242.93820983275,1610.11358793949,1654.51521487193,1774.78867549633,3172.05213216803,2178.77643257023,2110.24854571628,2463.10084794752,1571.58041458689,0,375.571417364259,954.327229265412,1541.06985626542,352.880004463114,813.305195693744,923.810821513446,1059.26067518858,601.13787884435,1020.99387734403,581.446676329004
