name_species,family,habitat<500m,status,littoral,El_Hierro,La_Palma,La_Gomera,Tenerife,Gran_Canaria,Fuerteventura,Lanzarote,#islands,sindrome,thalassochory
Salvia_canariensis,Lamiaceae,1,End,,1,1,1,1,1,1,1,7,UNS,
Salvia_herbanica,Lamiaceae,1,End,,0,0,0,0,0,1,0,1,UNS,
Samolus_valerandi,Primulaceae,1,NP,,0,1,1,1,1,1,1,6,UNS,
Sanguisorba_megacarpa,Rosaceae,1,NS,,1,1,1,1,1,1,1,7,UNS,
Scilla_dasyantha,Hyacinthaceae,1,End,,0,0,0,1,1,1,1,4,UNS,
Scilla_haemorrhoidalis,Hyacinthaceae,1,End,,1,1,1,1,1,1,1,7,UNS,
Scilla_latifolia,Hyacinthaceae,1,NS,,1,1,1,1,0,1,1,6,UNS,
Scrophularia_arguta,Scrophulariaceae,1,NS,,1,1,1,1,1,1,1,7,UNS,
Scrophularia_glabrata,Scrophulariaceae,1,End,,0,1,0,1,0,0,0,2,UNS,
Scrophularia_smithii,Scrophulariaceae,1,End,,1,1,1,1,1,0,0,5,UNS,
Semele_androgyna,Convallariaceae,1,NS,,1,1,1,1,1,0,0,5,UNS,
Seseli_webbii,Apiaceae,1,End,,1,1,1,1,1,0,0,5,UNS,
Sideritis_amagroi,Lamiaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Sideritis_barbellata,Lamiaceae,1,End,,0,1,0,0,0,0,0,1,UNS,
Sideritis_brevicaulis,Lamiaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Sideritis_canariensis,Lamiaceae,1,End,,1,1,0,1,0,0,0,3,UNS,
Sideritis_cretica,Lamiaceae,1,End,,0,0,1,1,0,0,0,2,UNS,
Sideritis_cystosiphon,Lamiaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Sideritis_dendro-chahorra,Lamiaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Sideritis_gomerae,Lamiaceae,1,End,,0,0,1,0,0,0,0,1,UNS,
Sideritis_kuegleriana,Lamiaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Sideritis_lotsyi,Lamiaceae,1,End,,0,0,1,1,0,0,0,2,UNS,
Sideritis_nervosa,Lamiaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Sideritis_pumila,Lamiaceae,1,End,,0,0,0,0,0,1,1,2,UNS,
Silene_behen,Caryophyllaceae,1,NP,,0,0,0,1,1,1,1,4,UNS,
Silene_berthelotiana,Caryophyllaceae,1,End,,1,0,0,1,0,0,0,2,UNS,
Silene_bourgeaui,Caryophyllaceae,1,End,,0,0,1,0,0,0,0,1,UNS,
Silene_lagunensis,Caryophyllaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Silene_vulgaris,Caryophyllaceae,1,NO,,1,1,1,1,1,1,1,7,UNS,
Sisymbrium_orientale,Brassicaceae,1,NP,,0,0,0,1,0,0,0,1,UNS,
Spartocytisus_supranubius,Fabaceae,1,End,,0,1,0,1,0,0,0,2,UNS,
Teline_pallida,Fabaceae,1,End,,0,0,1,1,0,0,0,2,UNS,
Phalaris_minor,Poaceae,1,NP,presence,0,0,1,1,1,1,1,5,UNS,
Teucrium_heterophyllum,Lamiaceae,1,NS,,1,1,1,1,1,0,0,5,UNS,
Theligonum_cynocrambe,Theligoniaceae,1,NP,,0,1,1,1,1,0,0,4,UNS,
Thesium_humile,Santalaceae,1,NP,,0,1,1,1,1,1,1,6,UNS,
Tinguarra_cervariaefolia,Apiaceae,1,End,,1,1,1,1,0,0,0,4,UNS,
Todaroa_aurea,Apiaceae,1,End,,1,1,1,1,1,0,0,5,UNS,
Todaroa_montana,Apiaceae,1,End,,1,1,1,1,1,0,0,5,UNS,
Trigonella_anguina,Fabaceae,1,NP,,0,0,1,0,0,1,1,3,UNS,
Trigonella_stellata,Fabaceae,1,NS,,0,0,0,1,1,1,1,4,UNS,
Urtica_membranacea,Urticaceae,1,NP,,1,1,1,1,1,1,0,6,UNS,
Urtica_stachyoides,Urticaceae,1,End,,1,1,0,1,1,0,0,4,UNS,
Urtica_urens,Urticaceae,1,NP,,1,1,1,1,1,1,1,7,UNS,
Vaccaria_hispanica,Caryophyllaceae,1,NP,,0,0,0,1,0,1,1,3,UNS,
Veronica_anagallis-aquatica,Scrophulariaceae,1,NO,,0,1,1,1,1,0,0,4,UNS,
Vicia_chaetocalyx,Fabaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Vicia_cirrhosa,Fabaceae,1,End,,1,1,1,1,1,0,0,5,UNS,
Vicia_filicaulis,Fabaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Vicia_hirsuta,Fabaceae,1,NP,,1,1,1,1,1,0,0,5,UNS,
Vicia_nataliae,Fabaceae,1,End,,0,0,1,0,0,0,0,1,UNS,
Vicia_tetrasperma,Fabaceae,1,NP,,1,1,1,1,1,1,1,7,UNS,
Wahlenbergia_lobelioides,Campanulaceae,1,NS,,1,1,1,1,1,1,1,7,UNS,
Adenocarpus_ombriosus,Fabaceae,,End,,1,0,0,0,0,0,0,1,,
Adenocarpus_viscosus,Fabaceae,,End,,0,1,1,1,0,0,0,3,,
Aegilops_geniculata,Poaceae,,NO,,0,1,1,1,0,0,1,4,,
Aegilops_lorentii,Poaceae,,NO,,0,0,1,0,0,0,0,1,,
Aegilops_neglecta,Poaceae,,NO,,0,0,0,0,0,0,1,1,,
Aeonium_cuneatum,Crassulaceae,,End,,0,0,0,1,0,0,0,1,,
Aeonium_gomerense,Crassulaceae,,End,,0,0,1,0,0,0,0,1,,
Aeonium_simsii,Crassulaceae,,End,,0,0,0,0,1,0,0,1,,
Aeonium_spathulatum,Crassulaceae,,End,,1,1,1,1,1,0,0,5,,
Agrostis_capillaris,Poaceae,,NO,,0,1,0,0,0,0,0,1,,
Agrostis_castellana,Poaceae,,NO,,1,1,1,1,1,1,1,7,,
Aichryson_bituminosum,Crassulaceae,,End,,0,0,0,0,1,0,0,1,,
Aichryson_bollei,Crassulaceae,,End,,0,1,0,0,0,0,0,1,,
Aichryson_brevipetalum,Crassulaceae,,End,,0,1,0,0,0,0,0,1,,
Aichryson_pachycaulon,Crassulaceae,,End,,0,1,1,1,1,1,0,5,,
Aichryson_palmense,Crassulaceae,,End,,0,1,0,0,0,0,0,1,,
Aichryson_parlatorei,Crassulaceae,,End,,1,1,1,1,1,0,0,5,,
Aichryson_porphyrogennetos,Crassulaceae,,End,,0,0,0,1,1,0,0,2,,
Aichryson_punctatum,Crassulaceae,,End,,1,1,1,1,1,1,0,6,,
Aira_caryophyllea,Poaceae,,NO,,1,1,1,1,1,1,1,7,,
Aira_cupaniana,Poaceae,,NO,,0,0,0,1,0,1,1,3,,
Aira_elegantissima,Poaceae,,NO,,0,0,1,0,0,0,0,1,,
Aira_praecox,Poaceae,,NO,,0,0,0,1,0,0,0,1,,
Allium_paniculatum,Alliaceae,,NO,,0,1,0,1,1,0,0,3,,
Allium_roseum,Alliaceae,,NO,,1,1,1,1,1,1,1,7,,
Allium_rotundum,Alliaceae,,NO,,0,0,0,1,1,0,0,2,,
Plantago_coronopus,Plantaginaceae,1,NP,presence,1,1,1,1,1,1,1,7,UNS,
Ammi_procerum,Apiaceae,,NO,,0,0,0,0,1,0,0,1,,
Ammi_visnaga,Apiaceae,,NO,,0,1,0,0,1,0,0,2,,
Ammophila_arenaria,Poaceae,,NO,,0,0,0,0,0,1,0,1,,
Anacyclus_clavatus,Asteraceae,,NO,,0,0,0,0,0,0,1,1,,
Anacyclus_radiatus,Asteraceae,,NO,,1,0,1,1,1,1,1,6,,
Anagallis_foemina,Primulaceae,,NO,,0,0,0,1,0,0,0,1,,
Anchusa_azurea,Boraginaceae,,NO,,1,1,1,1,1,1,1,7,,
Andropogon_distachyos,Poaceae,,NO,,0,0,1,1,0,0,0,2,,
Andryala_integrifolia,Asteraceae,,NP,,1,0,0,0,1,0,0,2,,
Andryala_webbii,Asteraceae,,End,,0,1,1,0,0,0,0,2,,
Anisantha_diandra,Poaceae,,NO,,1,1,1,1,1,1,1,7,,
Anisantha_madritensis,Poaceae,,NO,,1,1,1,1,1,1,1,7,,
Anisantha_rigida,Poaceae,,NO,,1,1,1,1,1,1,1,7,,
Anisantha_rubens,Poaceae,,NS,,1,1,1,1,1,1,1,7,,
Anisantha_tectorum,Poaceae,,NO,,0,1,0,1,1,0,0,3,,
Anthoxanthum_odoratum,Poaceae,,NO,,0,1,0,1,1,0,0,3,,
Aphanes_microcarpa,Rosaceae,,NO,,1,1,1,1,1,0,0,5,,
Apium_nodiflorum,Apiaceae,,NO,,0,1,1,1,1,0,0,4,,
Apium_repens,Apiaceae,,NO,,0,0,0,1,0,0,0,1,,
Arabidopsis_thaliana,Brassicaceae,,NO,,1,1,1,1,1,0,0,5,,
Arabis_caucasica,Brassicaceae,,NP,,1,1,1,1,1,0,0,5,,
Arabis_recta,Brassicaceae,,NO,,0,1,0,1,1,0,0,3,,
Arenaria_leptoclados,Caryophyllaceae,,NP,,1,1,1,1,1,1,1,7,,
Arenaria_serpyllifolia,Caryophyllaceae,,NO,,0,1,0,1,0,0,1,3,,
Argyranthemum_adauctum,Asteraceae,,End,,1,1,0,1,1,0,0,4,,
Argyranthemum_callichrysum,Asteraceae,,End,,0,0,1,0,0,0,0,1,,
Argyranthemum_foeniculaceum,Asteraceae,,End,,0,0,0,1,0,0,0,1,,
Argyranthemum_haouarytheum,Asteraceae,,End,,0,1,0,0,0,0,0,1,,
Argyranthemum_sventenii,Asteraceae,,End,,1,0,0,0,0,0,0,1,,
Argyranthemum_webbii,Asteraceae,,End,,0,1,0,0,0,0,0,1,,
Argyranthemum_winteri,Asteraceae,,End,,0,0,0,0,0,1,0,1,,
Arrhenatherum_calderae,Poaceae,,End,,0,1,0,1,0,0,0,2,,
Arrhenatherum_elatius,Poaceae,,NP,,1,1,0,1,1,0,1,5,,
Arum_italicum,Araceae,,NO,,0,1,1,1,1,1,0,5,,
Asparagus_fallax,Convallariaceae,,End,,0,0,1,1,0,0,0,2,,
Asparagus_plocamoides,Convallariaceae,,End,,0,1,1,1,1,0,0,4,,
Asphodelus_ayardii,Asphodelaceae,,NO,,0,0,0,0,1,0,0,1,,
Asteriscus_aquaticus,Asteraceae,,NP,,0,1,1,1,1,1,1,6,,
Asterolinon_linum-stellatum,Primulaceae,,NP,,1,1,1,1,1,1,1,7,,
Astragalus_boeticus,Fabaceae,,NO,,1,0,0,1,1,0,1,4,,
Astragalus_hamosus,Fabaceae,,NS,,1,1,1,1,1,1,1,7,,
Astragalus_sinaicus,Fabaceae,,NO,,0,0,0,0,0,1,1,2,,
Astragalus_solandri,Fabaceae,,NO,,0,0,1,1,1,1,1,5,,
Atractylis_cancellata,Asteraceae,,NP,,0,1,1,1,1,1,1,6,,
Avena_barbata,Poaceae,,NO,,1,1,1,1,1,1,1,7,,
Avena_byzantina,Poaceae,,NO,,0,1,0,0,0,0,0,1,,
Avena_sterilis,Poaceae,,NO,,1,1,1,1,1,1,1,7,,
Avenula_marginata,Poaceae,,NP,,0,0,1,1,0,0,0,2,,
Babcockia_platylepis,Asteraceae,,End,,0,0,0,0,1,0,0,1,,
Bencomia_brachystachya,Rosaceae,,End,,0,0,0,0,1,0,0,1,,
Bencomia_exstipulata,Rosaceae,,End,,0,1,0,1,0,0,0,2,,
Bencomia_sphaerocarpa,Rosaceae,,End,,1,0,0,0,0,0,0,1,,
Biscutella_auriculata,Brassicaceae,,NO,,0,1,0,1,0,1,1,4,,
Bothriochloa_pertusa,Poaceae,,NO,,0,0,0,1,1,0,0,2,,
Briza_media,Poaceae,,NO,,0,0,0,1,1,0,0,2,,
Briza_minor,Poaceae,,NO,,1,1,1,1,1,0,0,5,,
Bromus_hordeaceus,Poaceae,,NO,,1,1,1,1,1,1,1,7,,
Bromus_lanceolatus,Poaceae,,NO,,1,1,1,1,1,1,1,7,,
Bromus_squarrosus,Poaceae,,NO,,0,0,0,0,0,1,0,1,,
Bupleurum_handiense,Apiaceae,,End,,0,0,0,0,0,1,1,2,,
Bupleurum_salicifolium,Apiaceae,,NS,,1,1,1,1,1,0,0,5,,
Bystropogon_plumosus,Lamiaceae,,End,,0,0,0,1,0,0,0,1,,
Bystropogon_wildpretii,Lamiaceae,,End,,0,1,0,0,0,0,0,1,,
Calendula_suffruticosa,Asteraceae,,NO,,0,0,0,1,0,0,0,1,,
Callitriche_stagnalis,Callitrichaceae,,NO,,0,0,1,1,1,0,0,3,,
Campanula_erinus,Campanulaceae,,NO,,1,1,1,1,1,1,1,7,,
Canarina_canariensis,Campanulaceae,,End,,1,1,1,1,1,0,0,5,,
Capsella_bursa-pastoris,Brassicaceae,,NO,,1,1,1,1,1,1,1,7,,
Capsella_rubella,Brassicaceae,,NO,,1,0,1,0,1,0,0,3,,
Cardamine_hirsuta,Brassicaceae,,NO,,1,1,1,1,1,0,0,5,,
Carduncellus_caeruleus,Asteraceae,,NO,,0,1,0,1,1,0,1,4,,
Carduus_pycnocephalus,Asteraceae,,NO,,0,1,1,1,1,1,0,5,,
Carduus_tenuiflorus,Asteraceae,,NO,,1,1,1,1,1,1,1,7,,
Carduus_volutarioides,Asteraceae,,End,,0,0,0,1,0,0,0,1,,
Carex_distachya,Cyperaceae,,NO,,0,0,1,0,1,0,0,2,,
Carex_distans,Cyperaceae,,NO,,0,0,1,0,1,0,0,2,,
Carex_otrubae,Cyperaceae,,NO,,0,0,1,1,1,0,0,3,,
Carex_pairae,Cyperaceae,,NO,,0,0,1,1,1,0,0,3,,
Carex_paniculata,Cyperaceae,,NS,,0,0,0,1,0,0,0,1,,
Carex_perraudieriana,Cyperaceae,,End,,0,1,1,1,0,1,0,4,,
Carex_pseudocyperus,Cyperaceae,,NO,,0,0,0,1,0,0,0,1,,
Carex_tumidicarpa,Cyperaceae,,NO,,0,0,0,1,0,0,0,1,,
Carlina_canariensis,Asteraceae,,End,,0,0,0,0,1,0,0,1,,
Carlina_texedae,Asteraceae,,End,,0,0,0,0,1,0,0,1,,
Carlina_xeranthemoides,Asteraceae,,End,,0,0,0,1,0,0,0,1,,
Castellia_tuberculosa,Poaceae,,NO,,0,1,1,1,1,1,1,6,,
Catapodium_marinum,Poaceae,,NO,,0,0,0,0,0,1,1,2,,
Catapodium_rigidum,Poaceae,,NO,,1,1,1,1,1,1,1,7,,
Centaurea_aspera,Asteraceae,,NO,,0,0,0,0,1,0,0,1,,
Centaurea_calcitrapa,Asteraceae,,NO,,1,0,1,1,1,1,1,6,,
Centranthus_calcitrapae,Valerianaceae,,NO,,1,1,1,1,1,0,0,5,,
Cerastium_arvense,Caryophyllaceae,,NO,,0,0,1,1,1,0,0,3,,
Cerastium_fontanum,Caryophyllaceae,,NO,,0,0,0,1,1,0,0,2,,
Cerastium_glomeratum,Caryophyllaceae,,NO,,1,1,1,1,1,1,1,7,,
Cerastium_sventenii,Caryophyllaceae,,End,,1,1,0,1,0,0,0,3,,
Chamaesyce_canescens,Euphorbiaceae,,NO,,0,0,1,1,1,0,0,3,,
Pteranthus_dichotomus,Caryophyllaceae,1,NP,presence,0,0,0,0,0,1,1,2,UNS,
Cheirolophus_arboreus,Asteraceae,,End,,0,1,0,0,0,0,0,1,,
Cheirolophus_arbutifolius,Asteraceae,,End,,0,0,0,0,1,0,0,1,,
Cheirolophus_duranii,Asteraceae,,End,,1,0,0,0,0,0,0,1,,
Cheirolophus_falcisectus,Asteraceae,,End,,0,0,0,0,1,0,0,1,,
Cheirolophus_metlesicsii,Asteraceae,,End,,0,0,0,1,0,0,0,1,,
Cheirolophus_santos-abreui,Asteraceae,,End,,0,1,0,0,0,0,0,1,,
Cheirolophus_satarataënsis,Asteraceae,,End,,0,0,1,0,0,0,0,1,,
Cheirolophus_sventenii,Asteraceae,,End,,0,1,0,0,0,0,0,1,,
Cheirolophus_tagananensis,Asteraceae,,End,,0,0,0,1,0,0,0,1,,
Cheirolophus_teydis,Asteraceae,,End,,0,1,0,1,0,0,0,2,,
Chelidonium_majus,Papaveraceae,,NS,,1,0,0,1,0,0,0,2,,
Chenopodium_album,Chenopodiaceae,,NO,,1,1,1,1,1,1,1,7,,
Chenopodium_glaucum,Chenopodiaceae,,NO,,0,0,0,0,1,0,0,1,,
Chenopodium_urbicum,Chenopodiaceae,,NO,,0,0,0,1,1,0,0,2,,
Chenopodium_vulvaria,Chenopodiaceae,,NO,,1,0,0,1,0,0,0,2,,
Cicer_canariense,Fabaceae,,End,,0,1,0,1,0,0,0,2,,
Cistus_asper,Cistaceae,,End,,1,0,0,0,0,0,0,1,,
Cistus_chinamadensis,Cistaceae,,End,,1,0,1,1,0,0,0,3,,
Cistus_ocreatus,Cistaceae,,End,,0,0,0,0,1,0,0,1,,
Cistus_osbeckiifolius,Cistaceae,,End,,0,0,0,1,0,0,0,1,,
Cistus_palmensis,Cistaceae,,End,,0,1,0,0,0,0,0,1,,
Cladanthus_mixtus,Asteraceae,,NO,,1,1,1,1,1,0,0,5,,
Conium_maculatum,Apiaceae,,NO,,1,1,1,1,1,0,0,5,,
Convolvulus_althaeoides,Convolvulaceae,,NO,,1,1,1,1,1,1,1,7,,
Convolvulus_arvensis,Convolvulaceae,,NO,,1,1,1,1,1,1,1,7,,
Convolvulus_canariensis,Convolvulaceae,,End,,1,1,1,1,1,0,0,5,,
Convolvulus_glandulosus,Convolvulaceae,,End,,0,0,0,0,1,0,0,1,,
Convolvulus_lopezsocasi,Convolvulaceae,,End,,0,0,0,0,0,0,1,1,,
Convolvulus_perraudieri,Convolvulaceae,,End,,0,0,0,1,1,0,0,2,,
Convolvulus_siculus,Convolvulaceae,,NO,,1,1,1,1,1,1,1,7,,
Convolvulus_tricolor,Convolvulaceae,,NO,,0,0,0,1,1,0,0,2,,
Convolvulus_volubilis,Convolvulaceae,,End,,0,0,1,1,0,0,0,2,,
Crambe_arborea,Brassicaceae,,End,,0,0,0,1,0,0,0,1,,
Crambe_feuilleei,Brassicaceae,,End,,1,0,0,0,0,0,0,1,,
Crambe_gomerae,Brassicaceae,,End,,0,0,1,0,0,0,0,1,,
Crambe_laevigata,Brassicaceae,,End,,0,0,0,1,0,0,0,1,,
Crambe_microcarpa,Brassicaceae,,End,,0,1,0,0,0,0,0,1,,
Crambe_pritzelii,Brassicaceae,,End,,0,0,0,0,1,0,0,1,,
Crambe_santosii,Brassicaceae,,End,,0,1,1,0,0,0,0,2,,
Crambe_wildpretii,Brassicaceae,,End,,0,0,1,0,0,0,0,1,,
Crassula_tillaea,Crassulaceae,,NO,,1,1,1,1,1,1,1,7,,
Crepis_capillaris,Asteraceae,,NO,,0,1,0,1,1,0,0,3,,
Crepis_foetida,Asteraceae,,NO,,1,1,1,1,1,0,0,5,,
Crepis_juvenalis,Asteraceae,,NO,,0,0,0,1,0,0,0,1,,
Crepis_vesicaria,Asteraceae,,NO,,0,0,0,1,1,0,0,2,,
Cutandia_divaricata,Poaceae,,NO,,0,0,0,0,0,0,1,1,,
Cutandia_maritima,Poaceae,,NO,,0,0,0,0,0,1,1,2,,
Cynara_humilis,Asteraceae,,NO,,0,0,0,0,1,0,0,1,,
Cyperus_alopecuroides,Cyperaceae,,NO,,0,1,0,1,1,0,0,3,,
Cyperus_fuscus,Cyperaceae,,NO,,0,0,0,1,0,0,0,1,,
Cyperus_longus,Cyperaceae,,NO,,0,1,1,1,1,1,0,5,,
Cyperus_michelianus,Cyperaceae,,NO,,0,0,0,0,1,0,0,1,,
Cytinus_ruber,Rafflesiaceae,,NP,,0,1,0,1,0,0,0,2,,
Dactylis_glomerata,Poaceae,,NO,,1,1,0,1,1,0,0,4,,
Dactylis_metlesicsii,Poaceae,,End,,0,0,0,1,0,0,0,1,,
Daucus_aureus,Apiaceae,,NO,,0,0,0,1,1,0,0,2,,
Daucus_carota,Apiaceae,,NO,,1,1,1,1,1,1,0,6,,
Descurainia_gilva,Brassicaceae,,End,,0,1,0,0,0,0,0,1,,
Descurainia_gonzalesii,Brassicaceae,,End,,0,0,0,1,0,0,0,1,,
Descurainia_lemsii,Brassicaceae,,End,,0,0,0,1,0,0,0,1,,
Diplotaxis_catholica,Brassicaceae,,NO,,0,0,0,0,1,0,0,1,,
Diplotaxis_muralis,Brassicaceae,,NO,,0,0,0,1,0,0,0,1,,
Dorycnium_broussonetii,Fabaceae,,End,,0,0,0,1,1,0,0,2,,
Dorycnium_eriophthalmum,Fabaceae,,End,,1,1,1,1,1,0,0,5,,
Dracaena_draco,Dracaenaceae,,NS,,1,1,1,1,1,0,0,5,,
Dracaena_tamaranae,Dracaenaceae,,End,,0,0,0,0,1,0,0,1,,
Ebingeria_elegans,Juncaceae,,NS,,1,1,1,1,1,0,0,5,,
Echium_acanthocarpum,Boraginaceae,,End,,0,0,1,0,0,0,0,1,,
Echium_aculeatum,Boraginaceae,,End,,1,1,1,1,0,0,0,4,,
Echium_auberianum,Boraginaceae,,End,,0,0,0,1,0,0,0,1,,
Echium_callithyrsum,Boraginaceae,,End,,0,0,0,0,1,0,0,1,,
Echium_gentianoides,Boraginaceae,,End,,0,1,0,0,0,0,0,1,,
Echium_handiense,Boraginaceae,,End,,0,0,0,0,0,1,0,1,,
Echium_hierrense,Boraginaceae,,End,,1,0,0,0,0,0,0,1,,
Echium_pininana,Boraginaceae,,End,,0,1,0,0,0,0,0,1,,
Echium_virescens,Boraginaceae,,End,,0,0,0,1,0,0,0,1,,
Echium_wildpretii,Boraginaceae,,End,,0,1,0,1,0,0,0,2,,
Eleocharis_multicaulis,Cyperaceae,,NO,,0,0,0,1,0,0,0,1,,
Eleocharis_palustris,Cyperaceae,,NO,,0,0,1,1,1,0,0,3,,
Elytrigia_repens,Poaceae,,NO,,0,0,0,1,1,0,0,2,,
Enneapogon_desvauxii,Poaceae,,NO,,0,0,0,1,1,1,1,4,,
Epilobium_hirsutum,Onagraceae,,NO,,0,1,1,1,0,0,0,3,,
Epilobium_obscurum,Onagraceae,,NO,,0,0,0,1,0,0,0,1,,
Epilobium_palustre,Onagraceae,,NO,,0,0,0,1,0,0,0,1,,
Epilobium_parviflorum,Onagraceae,,NO,,0,1,1,1,1,0,0,4,,
Epilobium_tetragonum,Onagraceae,,NO,,0,1,1,1,1,0,0,4,,
Eragrostis_barrelieri,Poaceae,,NO,,1,1,1,1,1,1,1,7,,
Eragrostis_virescens,Poaceae,,NO,,0,1,0,0,0,0,0,1,,
Erica_platycodon,Ericaceae,,End,,1,0,1,1,0,0,0,3,,
Erigeron_calderae,Asteraceae,,End,,0,0,0,1,0,0,0,1,,
Erodium_botrys,Geraniaceae,,NO,,1,1,1,1,1,1,1,7,,
Erodium_brachycarpum,Geraniaceae,,NO,,1,0,0,1,0,0,0,2,,
Erodium_ciconium,Geraniaceae,,NO,,0,0,0,1,1,0,0,2,,
Erodium_cicutarium,Geraniaceae,,NO,,1,1,1,1,1,1,1,7,,
Reseda_crystallina,Resedaceae,1,End,presence,0,0,0,0,1,1,1,3,UNS,
Erodium_malacoides,Geraniaceae,,NO,,1,1,1,1,1,1,1,7,,
Erodium_maritimum,Geraniaceae,,NO,,0,0,0,1,1,0,0,2,,
Erodium_moschatum,Geraniaceae,,NO,,1,1,1,1,1,1,1,7,,
Ruppia_maritima,Ruppiaceae,1,NS,presence,0,0,1,1,1,1,1,5,UNS,
Eruca_vesicaria,Brassicaceae,,NO,,1,1,1,1,1,1,1,7,,
Erysimum_albescens,Brassicaceae,,End,,0,0,0,0,1,0,0,1,,
Erysimum_scoparium,Brassicaceae,,End,,0,1,0,1,0,0,0,2,,
Euphorbia_bravoana,Euphorbiaceae,,End,,0,0,1,0,0,0,0,1,,
Euphorbia_cyathophora,Euphorbiaceae,,NO,,0,0,1,0,1,1,0,3,,
Euphorbia_helioscopia,Euphorbiaceae,,NO,,0,1,1,1,1,1,0,5,,
Euphorbia_lambii,Euphorbiaceae,,End,,0,0,1,0,0,0,0,1,,
Euphorbia_lathyris,Euphorbiaceae,,NO,,0,1,0,1,0,0,0,2,,
Euphorbia_mellifera,Euphorbiaceae,,NS,,0,1,1,1,0,0,0,3,,
Euphorbia_peploides,Euphorbiaceae,,NO,,0,0,0,0,0,1,1,2,,
Euphorbia_platyphylla,Euphorbiaceae,,NO,,0,0,0,1,1,0,0,2,,
Euphorbia_sulcata,Euphorbiaceae,,NO,,0,0,0,1,1,1,1,4,,
Euphorbia_taurinensis,Euphorbiaceae,,NO,,0,0,0,0,0,1,1,2,,
Euphorbia_variabilis,Euphorbiaceae,,NO,,0,0,0,1,0,1,0,2,,
Ferula_latipinna,Apiaceae,,End,,0,1,1,0,0,0,0,2,,
Festuca_agustinii,Poaceae,,End,,1,1,1,1,1,0,0,5,,
Festuca_rubra,Poaceae,,NO,,0,1,0,0,1,0,0,2,,
Filago_germanica,Asteraceae,,NO,,1,1,1,1,1,1,1,7,,
Filago_pygmaea,Asteraceae,,NO,,1,0,0,1,1,0,1,4,,
Fimbristylis_bisumbellata,Cyperaceae,,NO,,0,0,0,1,1,0,0,2,,
Fumaria_montana,Fumariaceae,,NS,,1,1,1,1,1,1,1,7,,
Fumaria_officinalis,Fumariaceae,,NO,,0,0,0,0,1,1,1,3,,
Fumaria_vaillantii,Fumariaceae,,NO,,0,0,0,1,1,1,1,4,,
Galium_elongatum,Rubiaceae,,NO,,0,0,0,1,0,0,0,1,,
Galium_geminiflorum,Rubiaceae,,NO,,1,0,0,0,0,1,0,2,,
Galium_parisiense,Rubiaceae,,NP,,1,1,1,1,1,1,1,7,,
Galium_setaceum,Rubiaceae,,NO,,1,1,1,0,1,1,0,5,,
Galium_spurium,Rubiaceae,,NO,,1,0,0,1,1,0,1,4,,
Galium_tricornutum,Rubiaceae,,NO,,0,1,1,1,1,1,1,6,,
Galium_verrucosum,Rubiaceae,,NO,,1,1,1,1,1,0,0,5,,
Gastridium_phleoides,Poaceae,,NO,,1,1,0,0,0,1,0,3,,
Gastridium_ventricosum,Poaceae,,NO,,0,1,1,1,1,1,1,6,,
Gaudinia_fragilis,Poaceae,,NO,,0,0,0,1,1,0,0,2,,
Genista_benehoavensis,Fabaceae,,End,,0,1,0,0,0,0,0,1,,
Geranium_dissectum,Geraniaceae,,NO,,1,1,1,1,1,0,0,5,,
Geranium_molle,Geraniaceae,,NO,,1,1,1,1,1,1,1,7,,
Geranium_purpureum,Geraniaceae,,NO,,1,1,1,1,1,0,1,6,,
Geranium_reuteri,Geraniaceae,,End,,1,1,1,1,1,0,0,5,,
Geranium_robertianum,Geraniaceae,,NO,,1,1,1,1,1,0,0,5,,
Geropogon_hybridus,Asteraceae,,NO,,0,0,1,1,0,0,0,2,,
Gesnouinia_arborea,Urticaceae,,End,,1,1,1,1,1,0,0,5,,
Glinus_lotoides,Molluginaceae,,NO,,,,,,,,,0,,
Globularia_ascanii,Globulariaceae,,End,,0,0,0,0,1,0,0,1,,
Globularia_sarcophylla,Globulariaceae,,End,,0,0,0,0,1,0,0,1,,
Gonospermum_canariense,Asteraceae,,End,,1,1,0,0,0,0,0,2,,
Gonospermum_gomerae,Asteraceae,,End,,0,0,1,0,0,0,0,1,,
Gonospermum_oshanahanii,Asteraceae,,End,,0,0,0,0,1,0,0,1,,
Gonospermum_ptarmiciflorum,Asteraceae,,End,,0,0,0,0,1,0,0,1,,
Gonospermum_revolutum,Asteraceae,,End,,0,0,0,1,0,0,0,1,,
Greenovia_aizoon,Crassulaceae,,End,,0,0,0,1,0,0,0,1,,
Greenovia_aurea,Crassulaceae,,End,,1,1,1,1,1,0,0,5,,
Greenovia_diplocycla,Crassulaceae,,End,,1,1,1,0,0,0,0,3,,
Greenovia_dodrentalis,Crassulaceae,,End,,0,0,0,1,0,0,0,1,,
Habenaria_tridactylites,Orchidaceae,,End,,1,1,1,1,1,0,1,6,,
