"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
0,321.932764262869,41.6283798698875,36.2424667239574,490.880266744667,804.185718773362,500.523964380466,388.257272522556,2382.1884682107,2615.97891889955,2698.51724353334,2280.28728348979,2743.71751660281,3309.34716074324,3307.78118510762,2771.15978867487,3143.17978591325,3336.47661229855,3645.45121945646,2716.60628086137,2797.60605119857,2972.53268073482,3003.67059241064,2767.24353000593,3634.25668961365,4081.56963693478,4292.82809750374,3689.04476216324,5480.05368179324,6161.84979849298,6785.05842480166,5286.90377995832,5873.5921683269,6475.21384214945,6791.34821936644,6983.80392146838,7183.77182923273,6782.40832415016
321.932764262869,0,109.380672971639,52.4127709302991,139.028663191327,566.545201171678,124.221364845369,348.021398036903,2464.58077772087,2658.80973203602,2776.36363719675,2319.09028388123,2853.58076253249,3334.78690626542,3438.64729565695,2782.91659308633,3262.45686332917,3457.56692787458,3753.65063309086,2760.68902590386,2944.3160030167,3085.15499206795,3172.66418789428,2865.8650261636,3698.99246100209,4181.11451696748,4462.84257528718,3726.37170128738,5551.77861057353,6222.92399817839,6816.9116739322,5299.17162825212,5805.06337358909,6478.22931468646,6799.67967472196,7073.38641373421,7162.507186415,6796.59677817466
41.6283798698875,109.380672971639,0,157.00299208417,352.629640011011,549.960925860893,289.735820649847,501.120876742188,2365.15692156163,2608.09543086205,2658.60555031701,2251.65902625459,2717.71587429926,3222.42486220013,3302.56968798441,2718.60104872136,3190.32466826291,3299.85945348556,3608.57252717578,2683.81875244853,2805.73515779469,3018.10794164571,3096.11503741882,2782.26789470692,3624.03857641853,4070.99974354819,4277.33697522932,3669.59678467318,5411.90810506277,6128.08460283935,6813.55376934435,5207.14263522011,5835.25093625614,6453.36779422699,6788.61235296489,6991.55649341972,7138.09120065121,6771.06600888513
36.2424667239574,52.4127709302991,157.00299208417,0,139.018749543366,664.579332181885,329.799314688861,237.121678866103,2550.57769818384,2855.42789381274,2887.75765220236,2426.33045685005,2948.7221742385,3449.47280692239,3591.46531976245,2999.32498466935,3424.4503193154,3578.81371194424,3892.12810103863,2889.81397537888,3053.57361900355,3195.30469209242,3258.24322106016,2977.23449233649,3757.2724769123,4340.28402179117,4496.01164152982,3907.3370156673,5686.67124793404,6376.76933334282,6948.31436648282,5394.19669215446,5998.14241314307,6622.37534126152,6993.09478739134,7162.88322119261,7281.43618967255,6966.41295290016
490.880266744667,139.028663191327,352.629640011011,139.018749543366,0,520.041434897907,81.8951975789446,245.824226559061,2610.94639623137,2791.3663369134,2980.09395209869,2440.77108188438,3034.75112395478,3397.43573731947,3648.37020648204,2950.14821665854,3439.71042077105,3625.89292504602,3932.98062103904,2943.9390416797,3027.53982554326,3180.74771838725,3310.97437637134,2984.90330822195,3827.78449740074,4294.79645371107,4634.92308964145,3886.03968275088,5677.32649782783,6442.12946501318,7044.7990808458,5482.1908303579,6029.54324128219,6604.66726672075,7031.94791457959,7255.74547843119,7282.97712389961,7037.0300101635
804.185718773362,566.545201171678,549.960925860893,664.579332181885,520.041434897907,0,144.318491898797,217.634066068287,2551.36948396839,2670.84524066025,2891.51921081601,2436.52072347515,2957.72922998565,3304.04354914514,3579.70601718324,2839.05874619046,3460.30087403083,3530.75946677295,3917.60548573636,2852.04439103818,3009.7874354436,3162.1556240247,3247.77019652425,2956.45557968109,3807.47081701965,4239.44942494134,4593.48349342177,3830.38508576774,5645.01296489363,6267.65370938565,6851.7032417612,5442.63216672446,5943.61578817036,6519.01870346418,6979.4484889219,7281.27009187194,7375.28817034061,6989.56953849524
500.523964380466,124.221364845369,289.735820649847,329.799314688861,81.8951975789446,144.318491898797,0,549.260448014976,2562.66108389205,2779.05282066102,2933.09021613689,2427.24444748474,3037.75507941234,3348.55016158845,3677.2027120262,2938.41820451547,3482.83336175011,3614.18993591964,3974.98533150861,2880.35681421691,2990.16349402669,3173.47423276673,3261.95317210339,2966.55197465235,3823.04470187558,4312.82412602068,4649.14597980464,3915.36582803145,5656.45488386346,6415.81299195248,6948.3261496845,5409.79119827091,5977.6513485755,6514.84700700586,6976.25332845972,7225.5445594549,7316.48561926727,6992.00216122547
388.257272522556,348.021398036903,501.120876742188,237.121678866103,245.824226559061,217.634066068287,549.260448014976,0,2844.55218765234,2986.42797092909,3167.75612852628,2645.0965899265,3252.69500952057,3541.69726898135,3885.62040048229,3139.23766561941,3667.52083621181,3836.89868982757,4157.94886966328,3123.22074638186,3236.29488357226,3400.24778836144,3501.4496863606,3198.03941121696,4012.91330435561,4574.16834917953,4840.67367764882,4076.49368329128,5874.66917479896,6608.17956804729,7102.3058884762,5622.37712989226,6141.92073186245,6635.32467368511,7329.87278789419,7499.22804177621,7579.54696495105,7195.47011003695
2382.1884682107,2464.58077772087,2365.15692156163,2550.57769818384,2610.94639623137,2551.36948396839,2562.66108389205,2844.55218765234,0,1187.65195194655,263.489253737528,181.408476805321,374.911580124064,1512.71142883654,854.074758142167,656.616298295967,914.824421868714,865.215435406174,1469.75481739161,260.970164084746,886.511685987645,857.920016238274,1082.66387671836,758.582114094568,1570.32466805254,1889.86050119959,2304.79150355261,1491.18924092424,3577.30234750859,4128.95058014857,4677.90726128792,3451.2912844322,3983.12164248765,4512.07200981428,4850.55912569968,5054.97830707361,5182.31827135798,4824.11983425842
2615.97891889955,2658.80973203602,2608.09543086205,2855.42789381274,2791.3663369134,2670.84524066025,2779.05282066102,2986.42797092909,1187.65195194655,0,397.026042228852,322.151003567432,766.667103605711,659.780614485168,1358.37454649673,54.9908085341069,1425.45173147159,1310.86253125257,1685.98441158914,784.385996580317,1412.63498375767,1393.80928294487,1638.95588444064,1290.24291323185,2127.30162545763,2180.48988141758,2501.78024793008,1990.94751086081,3552.14936531602,4262.10262197899,4676.46016000396,3291.3939135578,3817.24743910242,4237.04012580402,4486.84080010394,4855.39932661271,4830.65146554557,4470.84248192769
2698.51724353334,2776.36363719675,2658.60555031701,2887.75765220236,2980.09395209869,2891.51921081601,2933.09021613689,3167.75612852628,263.489253737528,397.026042228852,0,589.856136908274,146.002915223481,908.805574156751,711.688173418239,25.0434411404456,900.737939113508,779.860048638004,1429.95055882956,330.874962960869,871.868711688181,856.940713088373,1095.82635483518,728.080427962072,1611.82455211821,1872.84641037597,2347.89738353697,1522.26269586348,3379.04811374937,4042.18767981802,4490.10770613465,3275.56147865829,3754.35536319518,4226.67729787475,4572.34702560052,4839.95820220649,4834.75927162963,4549.04420043899
2280.28728348979,2319.09028388123,2251.65902625459,2426.33045685005,2440.77108188438,2436.52072347515,2427.24444748474,2645.0965899265,181.408476805321,322.151003567432,589.856136908274,0,727.603066139043,1293.20536135771,1379.69778791759,682.208631214924,1198.27074253273,1375.16880381969,1804.25771729508,600.735913879543,1051.47373950042,1101.66760651969,1302.01008631545,948.82761497095,1833.27406266544,2210.32563629855,2577.88247609365,1848.79313788264,3788.18168873059,4325.17828236012,4918.64021559106,3584.22810036637,4156.16335150941,4628.54449793192,4848.2712209337,5055.62313763114,5076.03861613264,4770.11485408069
2743.71751660281,2853.58076253249,2717.71587429926,2948.7221742385,3034.75112395478,2957.72922998565,3037.75507941234,3252.69500952057,374.911580124064,766.667103605711,146.002915223481,727.603066139043,0,1264.63099368055,331.946978819428,522.269478757774,699.720852342811,424.159744714358,1171.67747781618,133.981383594925,933.022167698667,751.744009239867,982.458587787282,710.425521022605,1533.13022662032,1596.28363798483,2210.96130378811,1356.79609440045,3176.81732578445,3799.76554231718,4274.22889670044,3005.55611032414,3539.16468363798,4001.43642748785,4324.5152415209,4478.9638561221,4537.16693382826,4217.19578134091
3309.34716074324,3334.78690626542,3222.42486220013,3449.47280692239,3397.43573731947,3304.04354914514,3348.55016158845,3541.69726898135,1512.71142883654,659.780614485168,908.805574156751,1293.20536135771,1264.63099368055,0,500.642312291853,552.08268780228,1468.59882905696,715.296767836723,718.75514584469,1105.89372947272,1935.82084923849,1807.61658323135,1710.36190543753,1781.89196391397,1677.26317208815,1393.33531697183,1593.63715498966,1204.02834984751,2823.38990683043,3498.53586887111,3881.69467192015,2597.77298939328,3087.88348711903,3526.96174355067,3835.75832494721,3998.3150739916,4155.74230184582,3791.10264345403
