"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",2.53422619323471,1.16966617272999,2.16662347968896,0.0302635755676553
"closeness_scaled",3.39448636032831,2.74081510833114,1.23849520166838,0.215532500167041
"closeness_geo_scaled",-1.3143179228591,1.43264999594864,-0.917403362004564,0.358931311659584
