"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.0080526047224,0.194227317608192,-10.3386723837333,0.000000000000000000000000471017444648841
"closeness_scaled",-3.11504492144376,0.248214819717645,-12.5497942668663,0.00000000000000000000000000000000000398544152093854
"closeness_geo_scaled",1.3899310625639,0.157012656282593,8.8523504758896,0.000000000000000000856951000630649
