"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.87640098150587,0.146856120622523,-12.7771384233207,0.000000000000000000000000000000000000220016451585398
"betweenness",-0.0171618385301799,0.0637726257053005,-0.269109799704444,0.787845189453283
