"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.388997021123776,0.174781664350373,2.22561687216789,0.0260398550832337
"centered_log_in_degree",0.227520295620706,0.132315360212837,1.71953048576315,0.0855178215109652
