"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.85071540541552,0.136027732863023,-13.6054271174184,0.000000000000000000000000000000000000000003717900360697
"centered_log_in_degree",-0.0106224132440821,0.107643517102743,-0.0986814025589969,0.921391235390303
