"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
4545.86082665118,3755.69842413706,4047.94860258982,5239.41175135778,3595.30424185423,3453.81974917872,3430.73627120708,3943.59744866382,3565.82150924389,2859.90590106889,3097.69928829632,3975.52318545532,2596.86200920293,3388.21437816842,2282.70055247565,2391.10908525834,3618.18544176627,1515.07400102211,1723.91220357788,1272.80135264581,2099.31364253628,0,1994.64206389615,994.064339087495,441.195943542697,2616.21628253048,673.991319820549,902.117595848547,0.25575446355564,712.991914862134,425.663983068957,1069.44208174767,885.990761944282,1012.63464375824,931.791758911773
4865.60191053157,3545.60419421392,4087.919843612,5024.22559914111,3226.90107739399,3130.36267465072,3113.49154814485,3647.01647239062,3404.75905662425,2493.90220749097,2739.6276069354,3699.31972427458,2713.65235151189,3724.49095865636,1983.42656581409,2250.4765784362,3243.17349885633,1210.80807578128,1157.4805696355,807.506180017812,1837.04423896773,1994.64206389615,0,588.940060160622,1565.95980427523,129.453593424275,875.254367135991,2579.74166416996,2028.10665358867,1524.23871549924,2173.35215835145,2443.20533335004,2474.35899085457,2398.62895370161,2495.025328264
4949.51192640818,4198.78621421404,4683.89080074868,5740.91064580765,4094.50482350524,3900.82057512801,3975.39052046808,4422.8201170839,4086.28983608983,3176.3275755214,3476.30384638338,4339.72347028985,2888.09861159885,4168.91699791793,2609.88520419194,2879.83805518905,3956.23487250155,1869.32608129125,1821.85063881303,1427.00179457196,2547.91691740329,994.064339087495,588.940060160622,0,507.074279091192,1674.59461640279,2652.51257499426,1646.93042803633,1025.50036400824,2016.34201403068,1253.60837317318,1770.1684174882,1587.04313371302,1731.96300698835,1611.82085491132
5324.8446440817,4236.33693642573,4637.49789547959,5724.91975554605,3962.9307593644,3843.85338030149,3833.43829282731,4353.99255013576,4075.96301942856,3193.08380908639,3458.62600633125,4415.55895713072,3213.75883044185,4064.96067440989,2668.75183790248,2873.22357681474,3939.80050048933,1928.85750722763,1896.47983840939,1528.10479330754,2544.80417857565,441.195943542697,1565.95980427523,507.074279091192,0,2236.75567731614,2511.58910687788,1187.38358391513,483.712035947909,1387.66252487821,823.839310314398,1364.36066644273,1172.76234208052,1308.45349149237,1215.99096495375
5495.36311617653,3952.60537955242,4593.77282258854,5594.08141933969,3711.29682749426,3554.01131871116,3558.10084370336,4104.49825110998,3899.1297201939,2964.11831759437,3196.85789086654,4242.14724026387,3357.25654908197,4226.58912205824,2452.57556939821,2777.51178479887,3742.32521642889,1701.62376031876,1524.07129854228,1186.29892427983,2303.96223420968,2616.21628253048,129.453593424275,1674.59461640279,2236.75567731614,0,739.974402144261,2794.24322185156,2227.0956048803,1357.71610659912,2734.58290213329,2626.0669687553,2709.37435425868,2309.24563805567,2976.70537848618
6447.84284776668,4932.83608430699,5610.60232100673,6645.76943880284,4708.09671224088,4532.0608246206,4530.34410466462,5063.67010398601,4927.77458953225,3949.45246127939,4246.64933747034,5236.70051353575,4472.51547688693,5212.00951088889,3362.19680467223,3708.97752135237,4786.05076853316,2697.81982722465,2353.611340367,2152.34263651282,3265.85833130711,673.991319820549,875.254367135991,2652.51257499426,2511.58910687788,739.974402144261,0,1298.28163894683,210.607178741559,418.91999016465,964.719253695196,1306.34099217071,1313.80524176662,1146.91575134998,1468.57124972601
4650.35443780522,4004.43464172873,4250.0189025522,5503.36196630765,3881.09703469967,3734.36020992003,3784.45675405318,4247.23596790642,3824.00770678978,3241.03803995591,3431.98860561453,4283.5839403234,2747.82567393839,3446.17804150511,2555.9833206458,2611.89987696813,3952.64230120991,1813.80763778659,2094.1239674293,1582.7972374936,2419.34196333426,902.117595848547,2579.74166416996,1646.93042803633,1187.38358391513,2794.24322185156,1298.28163894683,0,1297.55068530489,424.180754346298,342.287514164645,328.547174816592,120.950024031378,116.479863902216,330.378608853428
4546.86279952268,3772.68027481666,4081.54812141582,5300.4633887222,3606.02998966133,3466.21525963136,3454.66339921192,3965.2706423807,3570.21990309511,2883.19796894781,3124.74157951528,4017.52816211875,2640.62059676062,3419.5453294516,2301.2709024998,2391.46048591239,3666.45337158476,1531.38473545106,1733.1689778998,1275.54598762485,2114.87919967491,0.25575446355564,2028.10665358867,1025.50036400824,483.712035947909,2227.0956048803,210.607178741559,1297.55068530489,0,695.037082965293,511.002797821891,1405.4894736068,1225.22253293962,1332.16316995009,1266.40524531924
5901.91691779895,4917.65350124127,5217.64223765274,6483.97954350387,4677.20794736866,4566.57228686039,4545.99171441587,5008.22122773514,4682.96846486454,3998.06371302632,4247.4644401509,5171.90000901215,3765.36657407999,4531.42569508957,3352.51207610373,3493.48043650985,4784.09366880561,2530.94643954068,2651.64349982038,2204.0096757552,3187.4423500236,712.991914862134,1524.23871549924,2016.34201403068,1387.66252487821,1357.71610659912,418.91999016465,424.180754346298,695.037082965293,0,1893.4888766475,624.473812836073,516.006013660712,471.038856719196,760.145173370763
4790.26412524991,3965.945621962,4297.20652245217,5473.42256668627,3783.90263081027,3663.98390974591,3615.43848126271,4135.35416391742,3721.8000814702,3079.21329870662,3315.47346642377,4142.72689480098,2781.55981673238,3502.70812203239,2486.51986265462,2587.58743523285,3785.66703226591,1664.60194240545,1922.27952282218,1441.04836873089,2257.38392596652,425.663983068957,2173.35215835145,1253.60837317318,823.839310314398,2734.58290213329,964.719253695196,342.287514164645,511.002797821891,1893.4888766475,0,598.93290990005,317.971175404484,422.4890002129,470.439958713864
4550.38674811157,3965.80181957288,4157.39890901137,5375.81407876766,3857.71817613458,3750.20832388685,3742.5394018172,4261.41920438489,3744.6907267607,3198.54125974075,3394.09040809878,4221.5900343887,2636.26995460528,3355.8192008671,2525.79981081415,2593.42750091153,3921.09500670787,1804.09266261637,2165.81889853153,1613.82709899553,2391.65213503873,1069.44208174767,2443.20533335004,1770.1684174882,1364.36066644273,2626.0669687553,1306.34099217071,328.547174816592,1405.4894736068,624.473812836073,598.93290990005,0,224.573728151863,64.9900376339294,29.3230739395237
4611.28724000543,4007.9683893913,4239.34790489126,5445.13154323733,3923.83823941325,3766.74201078026,3772.91174413269,4269.85615621375,3787.20293109427,3201.48642818517,3432.73721595227,4265.06226490861,2653.10063034912,3448.66629964581,2551.81817754794,2593.70825024285,3918.3429099005,1815.37946255531,2113.95277869606,1582.19194663346,2418.44569863275,885.990761944282,2474.35899085457,1587.04313371302,1172.76234208052,2709.37435425868,1313.80524176662,120.950024031378,1225.22253293962,516.006013660712,317.971175404484,224.573728151863,0,25.3089536161125,156.599186762568
4788.04455297975,4139.02637982338,4391.47088285023,5643.80386529661,4064.79246570725,3871.54452829891,3907.94298264276,4428.48447414296,3908.98709950978,3354.07180496573,3540.20777533879,4405.71964364039,2821.74376702962,3593.08366017165,2679.58357512112,2757.44931980715,4041.89215756253,1933.00796811352,2215.35697899908,1697.91087779652,2527.55172388015,1012.63464375824,2398.62895370161,1731.96300698835,1308.45349149237,2309.24563805567,1146.91575134998,116.479863902216,1332.16316995009,471.038856719196,422.4890002129,64.9900376339294,25.3089536161125,0,227.666743040958
4599.95418229193,3919.68715470512,4187.93060368415,5395.6586843014,3845.07041632262,3747.48821239479,3753.27918362279,4211.86757427454,3730.97021814475,3148.2872393973,3376.94174537872,4212.94515316049,2660.81520049668,3365.94072575056,2516.67446645661,2574.94857065719,3870.55760634531,1734.31878290993,2079.62126645757,1518.0377804346,2349.73963093656,931.791758911773,2495.025328264,1611.82085491132,1215.99096495375,2976.70537848618,1468.57124972601,330.378608853428,1266.40524531924,760.145173370763,470.439958713864,29.3230739395237,156.599186762568,227.666743040958,0
